-0.874944 0.807775
-0.869047 2.22092
-0.887923 0.67082
-0.871469 0.820061
-0.837069 0.570088
-0.795283 0.672681
-0.779192 1.30863
-0.785858 0.640312
-0.766245 0.640312
-0.757988 1.90394
-0.775997 0.60208
-0.763257 0.640312
-0.740182 0.570088
-0.706007 0.604152
-0.690978 0.570088
-0.671887 1.06888
-0.673192 0.538516
-0.671706 0.65
-0.664244 0.452769
-0.658047 0.608276
-0.645102 0.522015
-0.636654 0.522015
-0.62908 1.614
-0.651541 0.5
-0.64565 0.538516
-0.62261 0.471699
-0.580592 0.494975
-0.580531 1
-0.593773 0.447214
-0.568121 0.460977
-0.532101 0.353553
-0.508116 3.7343
-0.552462 0.471699
-0.590851 0.430116
-0.59435 0.403113
-0.579196 0.514782
-0.559005 0.460977
-0.551971 0.447214
-0.521519 0.452769
-0.489792 0.353553
-0.462911 0.403113
-0.452283 1.55322
-0.461268 0.35
-0.471268 0.4
-0.462356 0.403113
-0.447365 0.304138
-0.43635 0.4272
-0.424288 1.43265
-0.426637 0.316228
-0.435818 0.33541
-0.428439 0.390512
-0.361795 0.223607
-0.317292 0.291548
-0.275424 0.180278
-0.262873 0.212132
-0.255382 0.25
-0.242282 0.180278
-0.224642 0.158114
-0.210191 0.212132
-0.209406 0.158114
-0.193666 0.158114
-0.177004 5.87218
-0.187304 0.141421
-0.210523 0.15
-0.239125 0.206155
-0.260161 0.2
-0.242462 0.412311
-0.291529 0.25
-0.351327 0.1
